GO_term,Descrip,DECount,Expect,N,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0005524,ATP binding,67,57.37247597680227,2509,67/2509,67/555,2442/23623,0.1812293331708829,1,0.34320304969235954,Down,3,8,TRUE,MF,gad1SALK
GO:0004364,glutathione transferase activity,3,1.433137196799729,64,3/64,3/555,61/23623,0.1817006691806998,1,0.3432375483899753,Down,4,4,TRUE,MF,gad1SALK
GO:1904680,peptide transmembrane transporter activity,3,1.433137196799729,64,3/64,3/555,61/23623,0.1817006691806998,1,0.3432375483899753,Down,4,4,FALSE,MF,gad1SALK
GO:0004714,transmembrane receptor protein tyrosine kinase activity,2,0.7518096770096939,34,2/34,2/555,32/23623,0.18320308565710355,1,0.34521476961506453,Down,5,7,FALSE,MF,gad1SALK
GO:0010014,meristem initiation,2,0.7518096770096939,34,2/34,2/555,32/23623,0.18320308565710355,1,0.34521476961506453,Down,2,6,FALSE,BP,gad1SALK
GO:0000302,response to reactive oxygen species,6,3.594590018202599,159,6/159,6/555,153/23623,0.18456038366166483,1,0.34605071936562154,Down,4,4,FALSE,BP,gad1SALK
GO:0008654,phospholipid biosynthetic process,6,3.594590018202599,159,6/159,6/555,153/23623,0.18456038366166483,1,0.34605071936562154,Down,4,6,FALSE,BP,gad1SALK
GO:0048731,system development,55,46.001354612030646,2013,55/2013,55/555,1958/23623,0.185646658752201,1,0.3476572163282874,Down,3,4,FALSE,BP,gad1SALK
GO:0004497,monooxygenase activity,11,7.400626508064175,326,11/326,11/555,315/23623,0.18896689320869509,1,0.35343807803848526,Down,3,3,FALSE,MF,gad1SALK
GO:0001708,cell fate specification,2,0.7753037294162469,35,2/35,2/555,33/23623,0.191532347999717,1,0.3569145230253029,Down,3,5,FALSE,BP,gad1SALK
GO:0009827,plant-type cell wall modification,2,0.7753037294162469,35,2/35,2/555,33/23623,0.191532347999717,1,0.3569145230253029,Down,5,7,FALSE,BP,gad1SALK
GO:0016830,carbon-carbon lyase activity,5,2.56085171231427,114,5/114,5/555,109/23623,0.1925842028757271,1,0.3584337436814823,Down,3,3,FALSE,MF,gad1SALK
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",3,1.4801253016128348,66,3/66,3/555,63/23623,0.1933113681768244,1,0.35890529753417766,Down,3,3,FALSE,MF,gad1SALK
GO:0061077,chaperone-mediated protein folding,3,1.4801253016128348,66,3/66,3/555,63/23623,0.1933113681768244,1,0.35890529753417766,Down,3,3,FALSE,BP,gad1SALK
GO:0006790,sulfur compound metabolic process,14,9.937984167971893,437,14/437,14/555,423/23623,0.19536434244404344,1,0.3622729238711454,Down,3,3,FALSE,BP,gad1SALK
GO:0009790,embryo development,14,9.984972272784997,439,14/439,14/555,425/23623,0.19712065529192907,1,0.36508287624360947,Down,3,4,FALSE,BP,gad1SALK
GO:0022857,transmembrane transporter activity,34,27.44105321085383,1202,34/1202,34/555,1168/23623,0.1990109045981077,1,0.3657777101024211,Down,2,2,FALSE,MF,gad1SALK
GO:0031348,negative regulation of defense response,3,1.5036193540193878,67,3/67,3/555,64/23623,0.19918475313654893,1,0.3657777101024211,Down,3,6,FALSE,BP,gad1SALK
GO:0009787,regulation of abscisic acid-activated signaling pathway,5,2.654827921940482,118,5/118,5/555,113/23623,0.1997679110123517,1,0.3657777101024211,Down,4,8,FALSE,BP,gad1SALK
GO:1901419,regulation of response to alcohol,5,2.654827921940482,118,5/118,5/555,113/23623,0.1997679110123517,1,0.3657777101024211,Down,3,5,FALSE,BP,gad1SALK
GO:1905957,regulation of cellular response to alcohol,5,2.654827921940482,118,5/118,5/555,113/23623,0.1997679110123517,1,0.3657777101024211,Down,3,6,FALSE,BP,gad1SALK
GO:0043647,inositol phosphate metabolic process,2,0.7987977818227998,36,2/36,2/555,34/23623,0.19991019403617472,1,0.3657777101024211,Down,4,6,FALSE,BP,gad1SALK
GO:0060548,negative regulation of cell death,2,0.7987977818227998,36,2/36,2/555,34/23623,0.19991019403617472,1,0.3657777101024211,Down,3,5,FALSE,BP,gad1SALK
GO:0022603,regulation of anatomical structure morphogenesis,7,4.111459171146763,182,7/182,7/555,175/23623,0.20310452717043748,1,0.37072693814844915,Down,3,4,FALSE,BP,gad1SALK
GO:0005875,microtubule associated complex,3,1.5271134064259408,68,3/68,3/555,65/23623,0.2051002542706197,1,0.3734698139663327,Down,2,7,FALSE,CC,gad1SALK
GO:0016859,cis-trans isomerase activity,3,1.5271134064259408,68,3/68,3/555,65/23623,0.2051002542706197,1,0.3734698139663327,Down,3,3,FALSE,MF,gad1SALK
GO:0008374,O-acyltransferase activity,5,2.7253100791601406,121,5/121,5/555,116/23623,0.2059375155622334,1,0.3743236880559324,Down,5,5,FALSE,MF,gad1SALK
GO:0048364,root development,18,13.321127714515514,585,18/585,18/555,567/23623,0.20611164548458766,1,0.3743236880559324,Down,4,6,FALSE,BP,gad1SALK
GO:0048285,organelle fission,9,5.897007154044787,260,9/260,9/555,251/23623,0.20631041552917728,1,0.3743236880559324,Down,5,5,FALSE,BP,gad1SALK
GO:0022622,root system development,18,13.344621766922067,586,18/586,18/555,568/23623,0.20667798846798655,1,0.3745420484796646,Down,4,5,FALSE,BP,gad1SALK
GO:0006457,protein folding,7,4.205435380772975,186,7/186,7/555,179/23623,0.20815942010761845,1,0.37618591220197367,Down,2,2,FALSE,BP,gad1SALK
GO:0006760,folic acid-containing compound metabolic process,2,0.8222918342293527,37,2/37,2/555,35/23623,0.20833002002472337,1,0.37618591220197367,Down,4,6,FALSE,BP,gad1SALK
GO:0003746,translation elongation factor activity,3,1.5506074588324938,69,3/69,3/555,66/23623,0.2110554731215413,1,0.379298981944407,Down,4,6,TRUE,MF,gad1SALK
GO:0016032,viral process,3,1.5506074588324938,69,3/69,3/555,66/23623,0.2110554731215413,1,0.379298981944407,Down,3,3,FALSE,BP,gad1SALK
GO:0018958,phenol-containing compound metabolic process,3,1.5506074588324938,69,3/69,3/555,66/23623,0.2110554731215413,1,0.379298981944407,Down,4,4,FALSE,BP,gad1SALK
GO:0031334,positive regulation of protein-containing complex assembly,2,0.8457858866359057,38,2/38,2/555,36/23623,0.21678549877509934,1,0.3881087912291457,Down,4,7,FALSE,BP,gad1SALK
GO:0072348,sulfur compound transport,2,0.8457858866359057,38,2/38,2/555,36/23623,0.21678549877509934,1,0.3881087912291457,Down,4,4,FALSE,BP,gad1SALK
GO:0006576,cellular biogenic amine metabolic process,3,1.5741015112390466,70,3/70,3/555,67/23623,0.2170480387531969,1,0.3881087912291457,Down,5,6,FALSE,BP,gad1SALK
GO:0010090,trichome morphogenesis,3,1.5741015112390466,70,3/70,3/555,67/23623,0.2170480387531969,1,0.3881087912291457,Down,4,6,FALSE,BP,gad1SALK
GO:0046777,protein autophosphorylation,7,4.346399695212293,192,7/192,7/555,185/23623,0.2172384521203403,1,0.3881087912291457,Down,7,8,FALSE,BP,gad1SALK
GO:0005102,signaling receptor binding,5,2.866274393599458,127,5/127,5/555,122/23623,0.22012566257344268,1,0.39280374416815744,Down,3,3,FALSE,MF,gad1SALK
GO:0051094,positive regulation of developmental process,5,2.889768446006011,128,5/128,5/555,123/23623,0.22271421186039786,1,0.39695533055117976,Down,2,4,FALSE,BP,gad1SALK
GO:0009933,meristem structural organization,3,1.5975955636455996,71,3/71,3/555,68/23623,0.2230756091236313,1,0.39711538214521125,Down,3,5,FALSE,BP,gad1SALK
GO:0009266,response to temperature stimulus,19,14.425348177623503,633,19/633,19/555,614/23623,0.22473217388982303,1,0.39711538214521125,Down,3,3,FALSE,BP,gad1SALK
GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",12,8.575329128391822,377,12/377,12/555,365/23623,0.224845737870868,1,0.39711538214521125,Down,4,4,FALSE,MF,gad1SALK
GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors",2,0.8692799390424586,39,2/39,2/555,37/23623,0.22527057047042887,1,0.39711538214521125,Down,3,3,FALSE,MF,gad1SALK
GO:0042558,pteridine-containing compound metabolic process,2,0.8692799390424586,39,2/39,2/555,37/23623,0.22527057047042887,1,0.39711538214521125,Down,4,4,FALSE,BP,gad1SALK
GO:1901568,fatty acid derivative metabolic process,2,0.8692799390424586,39,2/39,2/555,37/23623,0.22527057047042887,1,0.39711538214521125,Down,3,3,FALSE,BP,gad1SALK
GO:0006629,lipid metabolic process,33,26.54827921940482,1163,33/1163,33/555,1130/23623,0.2270496257465468,1,0.3990489362018775,Down,3,3,FALSE,BP,gad1SALK
GO:0010016,shoot system morphogenesis,7,4.4873640096516105,198,7/198,7/555,191/23623,0.2279927888660285,1,0.39977902214355693,Down,3,6,FALSE,BP,gad1SALK
GO:0016831,carboxy-lyase activity,3,1.6210896160521526,72,3/72,3/555,69/23623,0.22913587234945867,1,0.4000915523993964,Down,4,4,FALSE,MF,gad1SALK
GO:0051258,protein polymerization,3,1.6210896160521526,72,3/72,3/555,69/23623,0.22913587234945867,1,0.4000915523993964,Down,7,7,FALSE,BP,gad1SALK
GO:0016788,"hydrolase activity, acting on ester bonds",33,26.783219743470347,1173,33/1173,33/555,1140/23623,0.22932741101531773,1,0.4000915523993964,Down,3,3,FALSE,MF,gad1SALK
GO:0015718,monocarboxylic acid transport,2,0.8927739914490116,40,2/40,2/555,38/23623,0.23377943376354457,1,0.4050773097149897,Down,7,8,FALSE,BP,gad1SALK
GO:0048506,regulation of timing of meristematic phase transition,2,0.8927739914490116,40,2/40,2/555,38/23623,0.23377943376354457,1,0.4050773097149897,Down,4,6,FALSE,BP,gad1SALK
GO:0048510,regulation of timing of transition from vegetative to reproductive phase,2,0.8927739914490116,40,2/40,2/555,38/23623,0.23377943376354457,1,0.4050773097149897,Down,5,7,TRUE,BP,gad1SALK
GO:0042440,pigment metabolic process,7,4.557846166871269,201,7/201,7/555,194/23623,0.23395554191459797,1,0.4050773097149897,Down,2,2,FALSE,BP,gad1SALK
GO:0000278,mitotic cell cycle,10,6.766287093087246,298,10/298,10/555,288/23623,0.2365695607823227,1,0.40913571299682516,Down,3,3,FALSE,BP,gad1SALK
GO:0031400,negative regulation of protein modification process,3,1.6680777208652584,74,3/74,3/555,71/23623,0.24134538749371237,1,0.4169193409954096,Down,5,8,FALSE,BP,gad1SALK
GO:0045926,negative regulation of growth,2,0.9162680438555645,41,2/41,2/555,39/23623,0.2423065371399903,1,0.41810296556615645,Down,2,4,FALSE,BP,gad1SALK
GO:0005802,trans-Golgi network,10,6.954239512339669,306,10/306,10/555,296/23623,0.24514287293976492,1,0.4205456429381793,Down,4,7,FALSE,CC,gad1SALK
GO:0044728,DNA methylation or demethylation,3,1.6915717732718114,75,3/75,3/555,72/23623,0.24749017639806237,1,0.4236696240034627,Down,6,8,FALSE,BP,gad1SALK
GO:0030833,regulation of actin filament polymerization,2,0.9397620962621174,42,2/42,2/555,40/23623,0.25084657054019954,1,0.42652363004310023,Down,6,10,FALSE,BP,gad1SALK
GO:0051087,chaperone binding,2,0.9397620962621174,42,2/42,2/555,40/23623,0.25084657054019954,1,0.42652363004310023,Down,3,3,TRUE,MF,gad1SALK
GO:0010074,maintenance of meristem identity,3,1.7150658256783644,76,3/76,3/555,73/23623,0.25365873397628524,1,0.4303392855252768,Down,3,6,FALSE,BP,gad1SALK
GO:0051302,regulation of cell division,3,1.7150658256783644,76,3/76,3/555,73/23623,0.25365873397628524,1,0.4303392855252768,Down,3,4,FALSE,BP,gad1SALK
GO:0009522,photosystem I,2,0.9632561486686704,43,2/43,2/555,41/23623,0.25939445723353044,1,0.4358679938218839,Down,4,5,FALSE,CC,gad1SALK
GO:0010769,regulation of cell morphogenesis involved in differentiation,2,0.9632561486686704,43,2/43,2/555,41/23623,0.25939445723353044,1,0.4358679938218839,Down,5,6,FALSE,BP,gad1SALK
GO:0030041,actin filament polymerization,2,0.9632561486686704,43,2/43,2/555,41/23623,0.25939445723353044,1,0.4358679938218839,Down,6,9,FALSE,BP,gad1SALK
GO:0031072,heat shock protein binding,2,0.9632561486686704,43,2/43,2/555,41/23623,0.25939445723353044,1,0.4358679938218839,Down,3,3,FALSE,MF,gad1SALK
GO:0005342,organic acid transmembrane transporter activity,3,1.7385598780849172,77,3/77,3/555,74/23623,0.2598489146462211,1,0.4358679938218839,Down,3,3,FALSE,MF,gad1SALK
GO:0046943,carboxylic acid transmembrane transporter activity,3,1.7385598780849172,77,3/77,3/555,74/23623,0.2598489146462211,1,0.4358679938218839,Down,4,6,FALSE,MF,gad1SALK
GO:0052689,carboxylic ester hydrolase activity,8,5.215679634254752,230,8/230,8/555,222/23623,0.26008228806269507,1,0.4358679938218839,Down,4,4,FALSE,MF,gad1SALK
GO:0007623,circadian rhythm,5,3.1951911272911993,141,5/141,5/555,136/23623,0.26138951450961995,1,0.43757471213488863,Down,2,2,FALSE,BP,gad1SALK
GO:0006304,DNA modification,3,1.7620539304914702,78,3/78,3/555,75/23623,0.2660586085587373,1,0.44294372743570004,Down,5,7,FALSE,BP,gad1SALK
GO:0008276,protein methyltransferase activity,3,1.7620539304914702,78,3/78,3/555,75/23623,0.2660586085587373,1,0.44294372743570004,Down,3,5,FALSE,MF,gad1SALK
GO:0042537,benzene-containing compound metabolic process,3,1.7620539304914702,78,3/78,3/555,75/23623,0.2660586085587373,1,0.44294372743570004,Down,4,4,FALSE,BP,gad1SALK
GO:0042887,amide transmembrane transporter activity,3,1.7620539304914702,78,3/78,3/555,75/23623,0.2660586085587373,1,0.44294372743570004,Down,3,3,FALSE,MF,gad1SALK
GO:0042742,defense response to bacterium,14,10.40786521610295,457,14/457,14/555,443/23623,0.2666840159267189,1,0.44349756764981246,Down,4,6,FALSE,BP,gad1SALK
GO:0060089,molecular transducer activity,8,5.356643948694069,236,8/236,8/555,228/23623,0.2672254145142768,1,0.4439106392424663,Down,1,1,FALSE,MF,gad1SALK
GO:0033293,monocarboxylic acid binding,2,0.9867502010752233,44,2/44,2/555,42/23623,0.267945345937045,1,0.4446190570587329,Down,5,5,FALSE,MF,gad1SALK
GO:0052545,callose localization,2,1.0102442534817762,45,2/45,2/555,43/23623,0.276494603172108,1,0.45780253967840834,Down,4,4,FALSE,BP,gad1SALK
GO:0102483,scopolin beta-glucosidase activity,2,1.0102442534817762,45,2/45,2/555,43/23623,0.276494603172108,1,0.45780253967840834,Down,5,5,TRUE,MF,gad1SALK
GO:0004857,enzyme inhibitor activity,8,5.544596367946493,244,8/244,8/555,236/23623,0.27904381934967787,1,0.4615189806929716,Down,3,3,FALSE,MF,gad1SALK
GO:1901137,carbohydrate derivative biosynthetic process,15,11.253651102738857,494,15/494,15/555,479/23623,0.2843356799308892,1,0.4675724360947294,Down,4,4,FALSE,BP,gad1SALK
GO:0008064,regulation of actin polymerization or depolymerization,2,1.0337383058883292,46,2/46,2/555,44/23623,0.28503780585207206,1,0.4675724360947294,Down,6,9,FALSE,BP,gad1SALK
GO:0030832,regulation of actin filament length,2,1.0337383058883292,46,2/46,2/555,44/23623,0.28503780585207206,1,0.4675724360947294,Down,5,8,FALSE,BP,gad1SALK
GO:0051261,protein depolymerization,2,1.0337383058883292,46,2/46,2/555,44/23623,0.28503780585207206,1,0.4675724360947294,Down,7,7,FALSE,BP,gad1SALK
GO:0110053,regulation of actin filament organization,2,1.0337383058883292,46,2/46,2/555,44/23623,0.28503780585207206,1,0.4675724360947294,Down,5,8,FALSE,BP,gad1SALK
GO:0005215,transporter activity,34,28.49828556914871,1247,34/1247,34/555,1213/23623,0.28539113528717186,1,0.4675724360947294,Down,1,1,FALSE,MF,gad1SALK
GO:0016571,histone methylation,4,2.16145282140287,96,4/96,4/555,92/23623,0.2863249387743002,1,0.4675724360947294,Down,5,9,FALSE,BP,gad1SALK
GO:0019199,transmembrane receptor protein kinase activity,4,2.16145282140287,96,4/96,4/555,92/23623,0.2863249387743002,1,0.4675724360947294,Down,4,6,FALSE,MF,gad1SALK
GO:0043648,dicarboxylic acid metabolic process,4,2.16145282140287,96,4/96,4/555,92/23623,0.2863249387743002,1,0.4675724360947294,Down,6,6,FALSE,BP,gad1SALK
GO:0006066,alcohol metabolic process,6,3.7825424374550227,167,6/167,6/555,161/23623,0.2878141126587426,1,0.4693631654230302,Down,3,4,FALSE,BP,gad1SALK
GO:0046474,glycerophospholipid biosynthetic process,4,2.184946873809423,97,4/97,4/555,93/23623,0.28843563960448043,1,0.46936626638108253,Down,5,7,FALSE,BP,gad1SALK
GO:0006644,phospholipid metabolic process,8,5.685560682385811,250,8/250,8/555,242/23623,0.2894881262427025,1,0.470069143898922,Down,4,5,FALSE,BP,gad1SALK
GO:0043414,macromolecule methylation,8,5.685560682385811,250,8/250,8/555,242/23623,0.2894881262427025,1,0.470069143898922,Down,3,5,FALSE,BP,gad1SALK
GO:0008017,microtubule binding,6,3.8295305422681287,169,6/169,6/555,163/23623,0.29108467896185036,1,0.4716505760718752,Down,5,5,FALSE,MF,gad1SALK
GO:0046034,ATP metabolic process,6,3.8765186470812343,171,6/171,6/555,165/23623,0.29457793322992365,1,0.4757967793649524,Down,2,2,FALSE,BP,gad1SALK
GO:0006766,vitamin metabolic process,4,2.255429031029082,100,4/100,4/555,96/23623,0.2953266627935811,1,0.4764855102580142,Down,3,3,FALSE,BP,gad1SALK
GO:0097435,supramolecular fiber organization,6,3.9235067518943403,173,6/173,6/555,167/23623,0.29828628444054067,1,0.4802377480631446,Down,4,4,FALSE,BP,gad1SALK
GO:0030554,adenyl nucleotide binding,68,60.074292003555854,2625,68/2625,68/555,2557/23623,0.3000260167492636,1,0.48252591865725514,Down,5,6,FALSE,MF,gad1SALK
GO:0009789,positive regulation of abscisic acid-activated signaling pathway,2,1.080726410701435,48,2/48,2/555,46/23623,0.30208936425153643,1,0.4832791835703038,Down,4,9,TRUE,BP,gad1SALK
GO:0015144,carbohydrate transmembrane transporter activity,2,1.080726410701435,48,2/48,2/555,46/23623,0.30208936425153643,1,0.4832791835703038,Down,3,3,FALSE,MF,gad1SALK
GO:0032271,regulation of protein polymerization,2,1.080726410701435,48,2/48,2/555,46/23623,0.30208936425153643,1,0.4832791835703038,Down,5,8,FALSE,BP,gad1SALK
GO:0033037,polysaccharide localization,2,1.080726410701435,48,2/48,2/555,46/23623,0.30208936425153643,1,0.4832791835703038,Down,3,3,FALSE,BP,gad1SALK
GO:0072528,pyrimidine-containing compound biosynthetic process,2,1.080726410701435,48,2/48,2/555,46/23623,0.30208936425153643,1,0.4832791835703038,Down,5,5,FALSE,BP,gad1SALK
GO:0009617,response to bacterium,16,12.16991914659442,534,16/534,16/555,518/23623,0.3030630019307852,1,0.48432536700964096,Down,3,5,FALSE,BP,gad1SALK
GO:0048366,leaf development,12,8.927739914490116,392,12/392,12/555,380/23623,0.3039712096702659,1,0.48526489215010843,Down,5,7,FALSE,BP,gad1SALK
GO:0004674,protein serine/threonine kinase activity,25,20.463319646107607,896,25/896,25/555,871/23623,0.3053611006783683,1,0.4869705973976084,Down,4,6,FALSE,MF,gad1SALK
GO:0002682,regulation of immune system process,4,2.3494052406552934,104,4/104,4/555,100/23623,0.3057269869750119,1,0.4870414145816436,Down,2,3,FALSE,BP,gad1SALK
GO:0099402,plant organ development,31,25.67899928036236,1124,31/1124,31/555,1093/23623,0.30632116101719864,1,0.4874753770389243,Down,3,5,FALSE,BP,gad1SALK
GO:0020037,heme binding,12,9.021716124116328,396,12/396,12/555,384/23623,0.3076525843463763,1,0.4890804462589298,Down,3,4,TRUE,MF,gad1SALK
GO:0010027,thylakoid membrane organization,2,1.104220463107988,49,2/49,2/555,47/23623,0.31058986215226847,1,0.4913212568652152,Down,6,7,FALSE,BP,gad1SALK
GO:0045036,protein targeting to chloroplast,2,1.104220463107988,49,2/49,2/555,47/23623,0.31058986215226847,1,0.4913212568652152,Down,6,10,FALSE,BP,gad1SALK
GO:0072596,establishment of protein localization to chloroplast,2,1.104220463107988,49,2/49,2/555,47/23623,0.31058986215226847,1,0.4913212568652152,Down,5,7,FALSE,BP,gad1SALK
GO:0090332,stomatal closure,2,1.104220463107988,49,2/49,2/555,47/23623,0.31058986215226847,1,0.4913212568652152,Down,3,3,FALSE,BP,gad1SALK
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",12,9.139186386149092,401,12/401,12/555,389/23623,0.3128309719777125,1,0.49420117053830487,Down,3,3,FALSE,MF,gad1SALK
GO:0048827,phyllome development,16,12.616306142318926,553,16/553,16/555,537/23623,0.31450103292025416,1,0.4963219425772761,Down,4,6,FALSE,BP,gad1SALK
GO:0015103,inorganic anion transmembrane transporter activity,4,2.4433814502815054,108,4/108,4/555,104/23623,0.31737339234644646,1,0.49990835926027744,Down,4,5,FALSE,MF,gad1SALK
GO:0000226,microtubule cytoskeleton organization,6,4.134953223553317,182,6/182,6/555,176/23623,0.3174335588174171,1,0.49990835926027744,Down,3,6,FALSE,BP,gad1SALK
GO:0006541,glutamine metabolic process,2,1.127714515514541,50,2/50,2/555,48/23623,0.3190685765509825,1,0.5004025812367893,Down,6,9,FALSE,BP,gad1SALK
GO:0043168,anion binding,85,76.68458705498878,3349,85/3349,85/555,3264/23623,0.3197006160808021,1,0.5008753188856413,Down,3,3,FALSE,MF,gad1SALK
GO:0005829,cytosol,86,77.60085509884435,3389,86/3389,86/555,3303/23623,0.322052997491471,1,0.5026970359171308,Down,2,3,FALSE,CC,gad1SALK
GO:0015631,tubulin binding,6,4.181941328366422,184,6/184,6/555,178/23623,0.32219064150200266,1,0.5026970359171308,Down,4,4,FALSE,MF,gad1SALK
GO:0009965,leaf morphogenesis,4,2.5138636075011642,111,4/111,4/555,107/23623,0.3268383150526244,1,0.5094239169801708,Down,4,8,FALSE,BP,gad1SALK
GO:0009225,nucleotide-sugar metabolic process,2,1.151208567921094,51,2/51,2/555,49/23623,0.32752203277550973,1,0.5094413548818246,Down,4,6,FALSE,BP,gad1SALK
GO:0072598,protein localization to chloroplast,2,1.151208567921094,51,2/51,2/555,49/23623,0.32752203277550973,1,0.5094413548818246,Down,6,6,FALSE,BP,gad1SALK
GO:0008422,beta-glucosidase activity,4,2.537357659907717,112,4/112,4/555,108/23623,0.330120685951549,1,0.5129567581708684,Down,6,6,FALSE,MF,gad1SALK
GO:0032559,adenyl ribonucleotide binding,67,59.839351479490325,2614,67/2614,67/555,2547/23623,0.3328058854060583,1,0.5165992995801008,Down,5,7,FALSE,MF,gad1SALK
GO:0022604,regulation of cell morphogenesis,4,2.56085171231427,113,4/113,4/555,109/23623,0.333463217072199,1,0.5166326685660084,Down,4,5,FALSE,BP,gad1SALK
GO:0006305,DNA alkylation,2,1.1747026203276467,52,2/52,2/555,50/23623,0.3359469265699202,1,0.5167102474654103,Down,6,8,FALSE,BP,gad1SALK
GO:0006306,DNA methylation,2,1.1747026203276467,52,2/52,2/555,50/23623,0.3359469265699202,1,0.5167102474654103,Down,4,9,FALSE,BP,gad1SALK
GO:0009696,salicylic acid metabolic process,2,1.1747026203276467,52,2/52,2/555,50/23623,0.3359469265699202,1,0.5167102474654103,Down,3,7,FALSE,BP,gad1SALK
GO:0042973,"glucan endo-1,3-beta-D-glucosidase activity",2,1.1747026203276467,52,2/52,2/555,50/23623,0.3359469265699202,1,0.5167102474654103,Down,7,7,TRUE,MF,gad1SALK
GO:1900424,regulation of defense response to bacterium,2,1.1747026203276467,52,2/52,2/555,50/23623,0.3359469265699202,1,0.5167102474654103,Down,4,7,FALSE,BP,gad1SALK
GO:0042221,response to chemical,80,72.19722304533717,3153,80/3153,80/555,3073/23623,0.3385589032242364,1,0.5180977155401193,Down,2,2,FALSE,BP,gad1SALK
GO:0033218,amide binding,4,2.607839817127376,115,4/115,4/555,111/23623,0.3403204746904171,1,0.5192200595729929,Down,2,2,FALSE,MF,gad1SALK
GO:0010015,root morphogenesis,10,7.259662193624857,319,10/319,10/555,309/23623,0.34102365369976767,1,0.5192470707086915,Down,4,7,FALSE,BP,gad1SALK
GO:0098656,anion transmembrane transport,13,10.24340684925708,449,13/449,13/555,436/23623,0.3417306827337635,1,0.5192798238130909,Down,4,6,FALSE,BP,gad1SALK
GO:0022411,cellular component disassembly,4,2.631333869533929,116,4/116,4/555,112/23623,0.34383113235421003,1,0.5206340109390519,Down,4,4,FALSE,BP,gad1SALK
GO:0010311,lateral root formation,2,1.1981966727341997,53,2/53,2/555,51/23623,0.3443401181260264,1,0.5206340109390519,Down,3,10,TRUE,BP,gad1SALK
GO:0040034,"regulation of development, heterochronic",2,1.1981966727341997,53,2/53,2/555,51/23623,0.3443401181260264,1,0.5206340109390519,Down,3,4,FALSE,BP,gad1SALK
GO:0055085,transmembrane transport,35,30.142869237607417,1318,35/1318,35/555,1283/23623,0.3448627674754106,1,0.5209043795864876,Down,2,4,FALSE,BP,gad1SALK
GO:0035639,purine ribonucleoside triphosphate binding,71,63.88032849341743,2790,71/2790,71/555,2719/23623,0.3466862710037076,1,0.5231371519627659,Down,4,4,FALSE,MF,gad1SALK
GO:0008610,lipid biosynthetic process,18,14.613300596875925,640,18/640,18/555,622/23623,0.34878677034115824,1,0.5257830418575669,Down,4,4,FALSE,BP,gad1SALK
GO:0005179,hormone activity,2,1.2216907251407527,54,2/54,2/555,52/23623,0.3526986262982929,1,0.5300976377399937,Down,5,5,FALSE,MF,gad1SALK
GO:1902903,regulation of supramolecular fiber organization,2,1.2216907251407527,54,2/54,2/555,52/23623,0.3526986262982929,1,0.5300976377399937,Down,4,5,FALSE,BP,gad1SALK
GO:0048646,anatomical structure formation involved in morphogenesis,7,4.910256952969563,216,7/216,7/555,209/23623,0.3533988723752919,1,0.530623678541692,Down,2,4,FALSE,BP,gad1SALK
GO:0031668,cellular response to extracellular stimulus,7,4.980739110189222,219,7/219,7/555,212/23623,0.35780670849419594,1,0.536710062741294,Down,3,4,FALSE,BP,gad1SALK
GO:0007602,phototransduction,2,1.2451847775473055,55,2/55,2/555,53/23623,0.36101962299690527,1,0.5399256948078099,Down,3,6,FALSE,BP,gad1SALK
GO:0009585,"red, far-red light phototransduction",2,1.2451847775473055,55,2/55,2/555,53/23623,0.36101962299690527,1,0.5399256948078099,Down,4,9,TRUE,BP,gad1SALK
GO:0019888,protein phosphatase regulator activity,2,1.2451847775473055,55,2/55,2/555,53/23623,0.36101962299690527,1,0.5399256948078099,Down,4,4,FALSE,MF,gad1SALK
GO:0071496,cellular response to external stimulus,7,5.12170342462854,225,7/225,7/555,218/23623,0.3677505791897457,1,0.5467538051741557,Down,3,3,FALSE,BP,gad1SALK
GO:0009583,detection of light stimulus,2,1.2686788299538585,56,2/56,2/555,54/23623,0.36930042775388877,1,0.5469111906619174,Down,4,5,FALSE,BP,gad1SALK
GO:0009668,plastid membrane organization,2,1.2686788299538585,56,2/56,2/555,54/23623,0.36930042775388877,1,0.5469111906619174,Down,5,6,FALSE,BP,gad1SALK
GO:0044089,positive regulation of cellular component biogenesis,2,1.2686788299538585,56,2/56,2/555,54/23623,0.36930042775388877,1,0.5469111906619174,Down,3,5,FALSE,BP,gad1SALK
GO:0005840,ribosome,15,12.052448884561656,528,15/528,15/555,513/23623,0.37644201539092403,1,0.5558511479327688,Down,4,5,FALSE,CC,gad1SALK
GO:0010639,negative regulation of organelle organization,2,1.2921728823604115,57,2/57,2/555,55/23623,0.37753850245730636,1,0.5558511479327688,Down,4,6,FALSE,BP,gad1SALK
GO:0019208,phosphatase regulator activity,2,1.2921728823604115,57,2/57,2/555,55/23623,0.37753850245730636,1,0.5558511479327688,Down,3,3,FALSE,MF,gad1SALK
GO:0043666,regulation of phosphoprotein phosphatase activity,2,1.2921728823604115,57,2/57,2/555,55/23623,0.37753850245730636,1,0.5558511479327688,Down,6,9,FALSE,BP,gad1SALK
